SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg27195224	22	32853147.000000	32853147	Phenotype_001	5.773E-001	9.230E-001	204	0	97	1	1.777E+002	1.739E+002	-4.293E-003	7.689E-003	1.010E+000	3.117E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.458E-004	6.314E-003	1.292E-001	1.115E-001	5.206E-002	-1.893E-002	7116	7848
cg05245861	18	31020511.000000	31020511	Phenotype_001	5.775E-001	9.230E-001	204	0	81	1	1.777E+002	1.744E+002	-7.109E-003	1.274E-002	1.011E+000	3.114E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.476E-002	5.263E-003	8.186E-001	-9.769E-004	6.217E-003	1.298E-001	1.111E-001	5.196E-002	-2.162E-002	5995	7848
cg24009736	12	58026342.000000	58026342	Phenotype_001	5.775E-001	9.230E-001	204	0	61	1	1.777E+002	1.742E+002	5.969E-003	1.070E-002	1.010E+000	3.113E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.469E-002	5.271E-003	8.186E-001	-1.012E-003	7.842E-003	1.284E-001	1.104E-001	5.165E-002	-1.188E-002	4546	7848
cg19946699	21	40817645.000000	40817645	Phenotype_001	5.775E-001	9.230E-001	204	0	96	1	1.777E+002	1.739E+002	4.310E-003	7.725E-003	1.011E+000	3.113E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.985E-001	1.440E-002	5.304E-003	8.186E-001	-9.972E-004	7.102E-003	1.281E-001	1.105E-001	5.009E-002	-1.883E-002	6990	7848
cg02790471	6	108093511.000000	108093511	Phenotype_001	5.775E-001	9.230E-001	204	0	35	1	1.777E+002	1.738E+002	3.980E-003	7.134E-003	1.010E+000	3.113E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.463E-002	5.278E-003	8.186E-001	-1.051E-003	6.761E-003	1.285E-001	1.100E-001	5.286E-002	-2.097E-002	2475	7848
cg20103550	14	44976457.000000	44976457	Phenotype_001	5.776E-001	9.230E-001	204	0	67	1	1.777E+002	1.737E+002	-3.634E-003	6.514E-003	1.011E+000	3.112E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.456E-002	5.286E-003	8.186E-001	-1.012E-003	6.450E-003	1.286E-001	1.103E-001	5.080E-002	-1.872E-002	4912	7848
cg18746357	11	65429465.000000	65429465	Phenotype_001	5.776E-001	9.230E-001	204	0	59	1	1.777E+002	1.740E+002	-4.881E-003	8.750E-003	1.010E+000	3.112E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.048E+000	1.495E-002	5.243E-003	8.186E-001	-1.047E-003	6.001E-003	1.288E-001	1.097E-001	5.162E-002	-1.960E-002	4084	7848
cg00757952	22	27014415.000000	27014415	Phenotype_001	5.777E-001	9.230E-001	204	0	97	1	1.777E+002	1.740E+002	4.664E-003	8.363E-003	1.010E+000	3.110E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.474E-002	5.266E-003	8.186E-001	-1.004E-003	6.651E-003	1.293E-001	1.107E-001	5.177E-002	-2.240E-002	7091	7848
cg12302621	15	85426911.000000	85426911	Phenotype_001	5.778E-001	9.230E-001	204	0	70	1	1.777E+002	1.742E+002	-5.743E-003	1.030E-002	1.013E+000	3.109E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.039E+000	1.485E-002	5.254E-003	8.186E-001	-9.474E-004	6.151E-003	1.292E-001	1.104E-001	5.161E-002	-2.078E-002	5237	7848
cg14851685	19	15618559.000000	15618559	Phenotype_001	5.779E-001	9.230E-001	204	0	84	1	1.777E+002	1.741E+002	-5.146E-003	9.234E-003	1.012E+000	3.106E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.479E-002	5.260E-003	8.186E-001	-9.914E-004	6.166E-003	1.274E-001	1.094E-001	5.177E-002	-2.084E-002	6258	7848
cg03242666	17	15168570.000000	15168570	Phenotype_001	5.780E-001	9.230E-001	204	0	76	1	1.777E+002	1.738E+002	-3.847E-003	6.905E-003	1.009E+000	3.105E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.461E-002	5.280E-003	8.186E-001	-1.028E-003	5.297E-003	1.304E-001	1.112E-001	5.215E-002	-1.979E-002	5645	7848
cg00029931	23	100645741.000000	100645741	Phenotype_001	5.780E-001	9.230E-001	204	0	100	1	1.777E+002	1.746E+002	-8.437E-003	1.514E-002	1.013E+000	3.105E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.481E-002	5.258E-003	8.186E-001	-1.035E-003	-5.527E-003	1.268E-001	1.084E-001	5.169E-002	-1.880E-002	7548	7848
cg01053621	1	161193991.000000	161193991	Phenotype_001	5.782E-001	9.230E-001	204	0	2	1	1.777E+002	1.740E+002	-4.701E-003	8.440E-003	1.010E+000	3.102E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.044E+000	1.490E-002	5.248E-003	8.186E-001	-9.649E-004	7.506E-003	1.284E-001	1.100E-001	5.143E-002	-1.783E-002	518	7848
cg18909638	14	37666810.000000	37666810	Phenotype_001	5.784E-001	9.230E-001	204	0	67	1	1.777E+002	1.737E+002	3.597E-003	6.462E-003	1.008E+000	3.099E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.477E-002	5.262E-003	8.186E-001	-9.973E-004	7.546E-003	1.277E-001	1.108E-001	5.191E-002	-1.836E-002	4906	7848
cg26644395	10	5407020.000000	5407020	Phenotype_001	5.784E-001	9.230E-001	204	0	53	1	1.777E+002	1.740E+002	4.919E-003	8.838E-003	1.014E+000	3.099E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.452E-002	5.290E-003	8.186E-001	-1.004E-003	6.580E-003	1.279E-001	1.103E-001	5.271E-002	-1.819E-002	3482	7848
cg17031773	19	51513611.000000	51513611	Phenotype_001	5.785E-001	9.230E-001	204	0	85	1	1.777E+002	1.738E+002	3.889E-003	6.988E-003	1.009E+000	3.096E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.047E+000	1.494E-002	5.244E-003	8.186E-001	-9.970E-004	6.878E-003	1.282E-001	1.107E-001	5.130E-002	-1.839E-002	6533	7848
cg01192900	11	111383668.000000	111383668	Phenotype_001	5.786E-001	9.230E-001	204	0	60	1	1.777E+002	1.744E+002	7.154E-003	1.286E-002	1.012E+000	3.096E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.004E+000	1.446E-002	5.298E-003	8.186E-001	-9.909E-004	6.774E-003	1.269E-001	1.095E-001	5.235E-002	-1.736E-002	4203	7848
cg18613421	15	54051543.000000	54051543	Phenotype_001	5.786E-001	9.230E-001	204	0	70	1	1.777E+002	1.739E+002	-4.367E-003	7.850E-003	1.010E+000	3.095E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.453E-002	5.290E-003	8.186E-001	-9.616E-004	5.853E-003	1.270E-001	1.079E-001	5.274E-002	-2.250E-002	5152	7848
cg21850254	19	37959853.000000	37959853	Phenotype_001	5.788E-001	9.230E-001	204	0	85	1	1.777E+002	1.741E+002	-5.398E-003	9.706E-003	1.010E+000	3.093E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.461E-002	5.280E-003	8.186E-001	-1.029E-003	6.485E-003	1.296E-001	1.113E-001	5.106E-002	-2.435E-002	6362	7848
cg22571530	1	204797929.000000	204797929	Phenotype_001	5.789E-001	9.231E-001	204	0	2	1	1.777E+002	1.741E+002	-5.367E-003	9.655E-003	1.009E+000	3.090E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.023E+000	1.467E-002	5.274E-003	8.186E-001	-1.055E-003	5.606E-003	1.288E-001	1.116E-001	5.136E-002	-2.518E-002	650	7848
cg02882813	20	23860078.000000	23860078	Phenotype_001	5.792E-001	9.233E-001	204	0	91	1	1.777E+002	1.741E+002	5.428E-003	9.771E-003	1.010E+000	3.086E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.448E-002	5.295E-003	8.186E-001	-1.062E-003	5.730E-003	1.267E-001	1.101E-001	5.207E-002	-2.194E-002	6724	7848
cg04398282	4	68424256.000000	68424256	Phenotype_001	5.793E-001	9.233E-001	204	0	20	1	1.777E+002	1.739E+002	4.393E-003	7.911E-003	1.009E+000	3.083E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.004E+000	1.446E-002	5.297E-003	8.186E-001	-9.758E-004	5.432E-003	1.275E-001	1.099E-001	5.233E-002	-2.183E-002	1700	7848
cg22161874	9	77503042.000000	77503042	Phenotype_001	5.796E-001	9.233E-001	204	0	50	1	1.777E+002	1.741E+002	5.333E-003	9.611E-003	1.013E+000	3.080E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.454E-002	5.288E-003	8.186E-001	-1.027E-003	6.953E-003	1.285E-001	1.106E-001	5.323E-002	-2.069E-002	3304	7848
cg03285457	10	102988529.000000	102988529	Phenotype_001	5.796E-001	9.233E-001	204	0	54	1	1.777E+002	1.743E+002	-6.416E-003	1.156E-002	1.011E+000	3.079E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.982E-001	1.439E-002	5.305E-003	8.186E-001	-1.016E-003	6.929E-003	1.285E-001	1.107E-001	5.151E-002	-2.476E-002	3652	7848
cg00629585	9	135853992.000000	135853992	Phenotype_001	5.797E-001	9.233E-001	204	0	52	1	1.777E+002	1.738E+002	3.946E-003	7.113E-003	1.009E+000	3.077E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.447E-002	5.296E-003	8.186E-001	-9.785E-004	6.586E-003	1.274E-001	1.106E-001	5.203E-002	-1.883E-002	3424	7848
cg15607672	14	57277227.000000	57277227	Phenotype_001	5.799E-001	9.233E-001	204	0	67	1	1.777E+002	1.740E+002	4.657E-003	8.399E-003	1.011E+000	3.074E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.044E+000	1.490E-002	5.248E-003	8.186E-001	-1.015E-003	5.494E-003	1.268E-001	1.091E-001	5.116E-002	-1.740E-002	4927	7848
cg06948937	1	205473404.000000	205473404	Phenotype_001	5.800E-001	9.233E-001	204	0	2	1	1.777E+002	1.739E+002	4.152E-003	7.489E-003	1.009E+000	3.073E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.950E-001	1.436E-002	5.309E-003	8.186E-001	-1.035E-003	6.870E-003	1.291E-001	1.118E-001	5.142E-002	-2.038E-002	654	7848
cg26333641	12	68647015.000000	68647015	Phenotype_001	5.800E-001	9.233E-001	204	0	62	1	1.777E+002	1.739E+002	4.141E-003	7.470E-003	1.009E+000	3.072E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.450E-002	5.293E-003	8.186E-001	-9.871E-004	5.570E-003	1.295E-001	1.108E-001	5.284E-002	-2.248E-002	4567	7848
cg16204757	23	64887739.000000	64887739	Phenotype_001	5.810E-001	9.243E-001	204	0	99	1	1.777E+002	1.740E+002	4.836E-003	8.748E-003	1.008E+000	3.057E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.005E+000	1.447E-002	5.297E-003	8.186E-001	-9.886E-004	1.082E-002	1.281E-001	1.115E-001	5.267E-002	-1.770E-002	7423	7848
cg17963840	8	26722861.000000	26722861	Phenotype_001	5.812E-001	9.243E-001	204	0	46	1	1.777E+002	1.746E+002	-8.620E-003	1.560E-002	1.020E+000	3.053E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.043E+000	1.489E-002	5.249E-003	8.186E-001	-9.800E-004	6.077E-003	1.269E-001	1.086E-001	5.243E-002	-2.003E-002	3029	7848
cg20587968	10	5406423.000000	5406423	Phenotype_001	5.812E-001	9.243E-001	204	0	53	1	1.777E+002	1.740E+002	4.897E-003	8.863E-003	1.011E+000	3.052E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.743E-001	1.413E-002	5.335E-003	8.186E-001	-1.025E-003	6.271E-003	1.297E-001	1.101E-001	5.313E-002	-1.932E-002	3481	7848
cg20950011	18	12254377.000000	12254377	Phenotype_001	5.813E-001	9.243E-001	204	0	81	1	1.777E+002	1.744E+002	7.302E-003	1.322E-002	1.016E+000	3.052E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.038E+000	1.483E-002	5.255E-003	8.186E-001	-1.057E-003	6.735E-003	1.269E-001	1.088E-001	5.219E-002	-1.657E-002	5975	7848
cg25167447	1	201617042.000000	201617042	Phenotype_001	5.815E-001	9.243E-001	204	0	2	1	1.777E+002	1.740E+002	4.723E-003	8.554E-003	1.011E+000	3.048E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.451E-002	5.291E-003	8.186E-001	-1.014E-003	7.155E-003	1.291E-001	1.110E-001	5.298E-002	-1.998E-002	621	7848
cg26872564	23	152086636.000000	152086636	Phenotype_001	5.815E-001	9.243E-001	204	0	100	1	1.777E+002	1.738E+002	-3.937E-003	7.131E-003	1.009E+000	3.047E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.480E-002	5.259E-003	8.186E-001	-9.780E-004	5.055E-003	1.264E-001	1.092E-001	5.241E-002	-1.844E-002	7780	7848
cg08015496	1	160314061.000000	160314061	Phenotype_001	5.817E-001	9.243E-001	204	0	2	1	1.777E+002	1.738E+002	4.066E-003	7.368E-003	1.014E+000	3.046E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.463E-002	5.278E-003	8.186E-001	-9.845E-004	8.089E-003	1.275E-001	1.108E-001	5.123E-002	-1.855E-002	499	7848
cg25014318	6	39016776.000000	39016776	Phenotype_001	5.818E-001	9.243E-001	204	0	31	1	1.777E+002	1.743E+002	-6.176E-003	1.119E-002	1.011E+000	3.044E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.456E-002	5.286E-003	8.186E-001	-1.008E-003	7.429E-003	1.288E-001	1.108E-001	5.208E-002	-2.475E-002	2367	7848
cg26219051	22	43739629.000000	43739629	Phenotype_001	5.819E-001	9.243E-001	204	0	97	1	1.777E+002	1.743E+002	-6.173E-003	1.119E-002	1.012E+000	3.042E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.459E-002	5.283E-003	8.186E-001	-9.973E-004	6.240E-003	1.285E-001	1.099E-001	5.199E-002	-2.281E-002	7172	7848
cg00091693	17	39041602.000000	39041602	Phenotype_001	5.820E-001	9.243E-001	204	0	79	1	1.777E+002	1.740E+002	4.639E-003	8.413E-003	1.010E+000	3.040E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.462E-002	5.279E-003	8.186E-001	-1.007E-003	7.122E-003	1.285E-001	1.097E-001	5.194E-002	-1.956E-002	5740	7848
cg15661409	14	57960976.000000	57960976	Phenotype_001	5.821E-001	9.243E-001	204	0	67	1	1.777E+002	1.737E+002	-3.597E-003	6.524E-003	1.008E+000	3.039E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.465E-002	5.275E-003	8.186E-001	-9.737E-004	7.116E-003	1.271E-001	1.089E-001	5.171E-002	-1.990E-002	4929	7848
cg15628498	15	53082902.000000	53082902	Phenotype_001	5.822E-001	9.243E-001	204	0	70	1	1.777E+002	1.741E+002	-5.509E-003	9.995E-003	1.009E+000	3.038E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.011E+000	1.453E-002	5.290E-003	8.186E-001	-1.006E-003	5.869E-003	1.273E-001	1.107E-001	5.170E-002	-2.691E-002	5151	7848
cg25010118	18	65184398.000000	65184398	Phenotype_001	5.822E-001	9.243E-001	204	0	82	1	1.777E+002	1.740E+002	4.808E-003	8.726E-003	1.008E+000	3.037E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.469E-002	5.271E-003	8.186E-001	-1.003E-003	6.688E-003	1.285E-001	1.106E-001	5.156E-002	-1.335E-002	6064	7848
cg11884243	9	137772886.000000	137772886	Phenotype_001	5.824E-001	9.243E-001	204	0	52	1	1.777E+002	1.743E+002	6.621E-003	1.202E-002	1.014E+000	3.034E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.474E-002	5.266E-003	8.186E-001	-1.028E-003	5.701E-003	1.280E-001	1.100E-001	5.255E-002	-1.991E-002	3439	7848
cg03952109	5	93409932.000000	93409932	Phenotype_001	5.824E-001	9.243E-001	204	0	24	1	1.777E+002	1.738E+002	3.757E-003	6.821E-003	1.012E+000	3.034E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.455E-002	5.287E-003	8.186E-001	-9.955E-004	6.603E-003	1.281E-001	1.093E-001	5.260E-002	-2.076E-002	1989	7848
cg14448116	1	161170110.000000	161170110	Phenotype_001	5.830E-001	9.249E-001	204	0	2	1	1.777E+002	1.738E+002	-3.920E-003	7.127E-003	1.014E+000	3.025E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.450E-002	5.293E-003	8.186E-001	-9.843E-004	5.408E-003	1.287E-001	1.106E-001	5.193E-002	-1.987E-002	516	7848
cg14301635	6	31895203.000000	31895203	Phenotype_001	5.830E-001	9.249E-001	204	0	30	1	1.777E+002	1.741E+002	5.136E-003	9.340E-003	1.012E+000	3.024E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.996E-001	1.441E-002	5.303E-003	8.186E-001	-1.011E-003	6.294E-003	1.289E-001	1.093E-001	5.231E-002	-2.067E-002	2320	7848
cg12876594	9	35791798.000000	35791798	Phenotype_001	5.832E-001	9.250E-001	204	0	50	1	1.777E+002	1.740E+002	5.019E-003	9.130E-003	1.022E+000	3.022E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.479E-002	5.261E-003	8.186E-001	-9.882E-004	6.048E-003	1.281E-001	1.103E-001	5.153E-002	-1.980E-002	3296	7848
cg04375683	19	52692431.000000	52692431	Phenotype_001	5.834E-001	9.250E-001	204	0	85	1	1.777E+002	1.738E+002	3.839E-003	6.989E-003	1.008E+000	3.017E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.455E-002	5.288E-003	8.186E-001	-1.019E-003	7.274E-003	1.270E-001	1.095E-001	5.248E-002	-1.863E-002	6558	7848
cg02131995	19	35772917.000000	35772917	Phenotype_001	5.835E-001	9.250E-001	204	0	85	1	1.777E+002	1.739E+002	4.392E-003	7.997E-003	1.010E+000	3.016E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.452E-002	5.291E-003	8.186E-001	-1.031E-003	6.587E-003	1.283E-001	1.096E-001	5.222E-002	-1.985E-002	6323	7848
cg03625911	1	203155737.000000	203155737	Phenotype_001	5.836E-001	9.250E-001	204	0	2	1	1.777E+002	1.742E+002	5.550E-003	1.011E-002	1.020E+000	3.015E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.453E-002	5.290E-003	8.186E-001	-1.004E-003	6.753E-003	1.285E-001	1.108E-001	5.176E-002	-1.914E-002	634	7848
cg21688264	6	84418724.000000	84418724	Phenotype_001	5.838E-001	9.250E-001	204	0	35	1	1.777E+002	1.745E+002	-7.911E-003	1.441E-002	1.013E+000	3.012E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.474E-002	5.266E-003	8.186E-001	-1.019E-003	6.692E-003	1.287E-001	1.092E-001	5.079E-002	-2.243E-002	2452	7848
cg03264414	9	138453697.000000	138453697	Phenotype_001	5.838E-001	9.250E-001	204	0	52	1	1.777E+002	1.739E+002	-4.140E-003	7.545E-003	1.008E+000	3.011E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.469E-002	5.271E-003	8.186E-001	-9.940E-004	6.024E-003	1.286E-001	1.094E-001	5.154E-002	-1.946E-002	3447	7848
cg11450827	22	19513006.000000	19513006	Phenotype_001	5.839E-001	9.250E-001	204	0	96	1	1.777E+002	1.738E+002	-3.849E-003	7.017E-003	1.010E+000	3.009E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.008E+000	1.450E-002	5.293E-003	8.186E-001	-9.816E-004	5.348E-003	1.275E-001	1.097E-001	5.168E-002	-1.942E-002	7055	7848
cg21629895	2	25565795.000000	25565795	Phenotype_001	5.841E-001	9.251E-001	204	1	4	1	1.780E+002	1.745E+002	5.716E-003	1.042E-002	1.011E+000	3.007E-001	-1.022E+000	1.462E-002	5.261E-003	8.186E-001	5.711E-003	1.280E-001	1.101E-001	5.129E-002	-2.092E-002	8.186E-001	-1.052E+000	1.501E-002	5.243E-003	8.186E-001	-9.898E-004	6.640E-003	1.279E-001	1.100E-001	5.200E-002	-1.763E-002	797	7848
cg13652336	8	68864012.000000	68864012	Phenotype_001	5.843E-001	9.253E-001	204	0	49	1	1.777E+002	1.743E+002	-6.719E-003	1.226E-002	1.012E+000	3.003E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.906E-004	7.811E-003	1.301E-001	1.125E-001	5.247E-002	-2.141E-002	3111	7848
cg06518271	4	100140325.000000	100140325	Phenotype_001	5.847E-001	9.255E-001	204	0	21	1	1.777E+002	1.744E+002	6.977E-003	1.274E-002	1.022E+000	2.998E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.001E+000	1.443E-002	5.301E-003	8.186E-001	-1.009E-003	5.874E-003	1.291E-001	1.101E-001	5.206E-002	-2.016E-002	1776	7848
cg23043245	6	34434076.000000	34434076	Phenotype_001	5.847E-001	9.255E-001	204	0	30	1	1.777E+002	1.740E+002	-4.754E-003	8.684E-003	1.009E+000	2.997E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.480E-002	5.259E-003	8.186E-001	-1.037E-003	5.890E-003	1.261E-001	1.092E-001	5.170E-002	-2.273E-002	2350	7848
