SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg09325101	15	65342522.000000	65342522	3.013E-004	7.428E-004	204	1.243E+001	1.898E+001	-5.863E-002	1.593E-002	1.129E+000	1.354E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02862362	6	131895102.000000	131895102	3.068E-004	7.561E-004	204	1.243E+001	1.896E+001	5.955E-002	1.621E-002	1.197E+000	1.350E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06224510	10	7745454.000000	7745454	3.092E-004	7.620E-004	204	1.243E+001	1.896E+001	-5.944E-002	1.619E-002	1.170E+000	1.349E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11377136	22	46658960.000000	46658960	3.097E-004	7.628E-004	204	1.243E+001	1.896E+001	5.959E-002	1.623E-002	1.255E+000	1.349E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26366091	1	111770274.000000	111770274	3.098E-004	7.628E-004	204	1.243E+001	1.895E+001	-5.841E-002	1.591E-002	1.133E+000	1.348E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21846903	17	26697281.000000	26697281	3.128E-004	7.700E-004	204	1.243E+001	1.895E+001	-6.317E-002	1.721E-002	1.151E+000	1.347E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00772000	6	18123049.000000	18123049	3.137E-004	7.719E-004	204	1.243E+001	1.894E+001	5.857E-002	1.596E-002	1.097E+000	1.346E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05157725	6	56112484.000000	56112484	3.138E-004	7.721E-004	204	1.243E+001	1.894E+001	5.935E-002	1.618E-002	1.187E+000	1.346E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00465284	2	80531898.000000	80531898	3.160E-004	7.773E-004	204	1.243E+001	1.894E+001	6.345E-002	1.730E-002	1.115E+000	1.344E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20516209	2	27301943.000000	27301943	3.173E-004	7.801E-004	204	1.243E+001	1.893E+001	5.891E-002	1.607E-002	1.242E+000	1.344E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05365729	8	23262073.000000	23262073	3.176E-004	7.807E-004	204	1.243E+001	1.893E+001	6.179E-002	1.686E-002	1.148E+000	1.343E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21301148	14	23878195.000000	23878195	3.186E-004	7.827E-004	204	1.243E+001	1.893E+001	-5.958E-002	1.626E-002	1.178E+000	1.343E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05684195	3	9920572.000000	9920572	3.186E-004	7.827E-004	204	1.243E+001	1.893E+001	-6.213E-002	1.696E-002	1.227E+000	1.343E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13286902	23	100306780.000000	100306780	3.203E-004	7.863E-004	204	1.243E+001	1.892E+001	-1.508E-001	4.117E-002	1.236E+000	1.342E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07177300	23	12156499.000000	12156499	3.203E-004	7.863E-004	204	1.243E+001	1.892E+001	6.148E-002	1.678E-002	1.112E+000	1.342E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10146929	6	26017939.000000	26017939	3.215E-004	7.891E-004	204	1.243E+001	1.892E+001	6.232E-002	1.702E-002	1.266E+000	1.341E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20070090	1	153363489.000000	153363489	3.221E-004	7.901E-004	204	1.243E+001	1.892E+001	-6.456E-002	1.763E-002	1.222E+000	1.341E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12981137	10	131265575.000000	131265575	3.223E-004	7.905E-004	204	1.243E+001	1.892E+001	5.922E-002	1.617E-002	1.090E+000	1.341E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11398517	20	42355625.000000	42355625	3.237E-004	7.936E-004	204	1.243E+001	1.891E+001	-6.018E-002	1.644E-002	1.149E+000	1.340E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18794577	9	104501030.000000	104501030	3.264E-004	8.001E-004	204	1.243E+001	1.891E+001	6.372E-002	1.742E-002	1.112E+000	1.338E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10133777	19	36005906.000000	36005906	3.273E-004	8.020E-004	204	1.243E+001	1.890E+001	-5.909E-002	1.616E-002	1.143E+000	1.337E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08057475	15	45803341.000000	45803341	3.295E-004	8.072E-004	204	1.243E+001	1.890E+001	-5.852E-002	1.601E-002	1.130E+000	1.336E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13053608	17	40345673.000000	40345673	3.317E-004	8.122E-004	204	1.243E+001	1.889E+001	-5.751E-002	1.574E-002	1.172E+000	1.335E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06655100	23	56259373.000000	56259373	3.348E-004	8.196E-004	204	1.243E+001	1.888E+001	6.083E-002	1.666E-002	1.179E+000	1.333E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22150335	10	62148959.000000	62148959	3.358E-004	8.218E-004	204	1.243E+001	1.888E+001	5.876E-002	1.610E-002	1.142E+000	1.332E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14944362	20	1974924.000000	1974924	3.377E-004	8.261E-004	204	1.243E+001	1.887E+001	-6.107E-002	1.674E-002	1.135E+000	1.331E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23749046	1	110082924.000000	110082924	3.394E-004	8.301E-004	204	1.243E+001	1.887E+001	-5.995E-002	1.644E-002	1.167E+000	1.330E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10691387	3	51895618.000000	51895618	3.425E-004	8.374E-004	204	1.243E+001	1.886E+001	-6.162E-002	1.691E-002	1.134E+000	1.328E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00208830	1	183154778.000000	183154778	3.494E-004	8.541E-004	204	1.243E+001	1.884E+001	-6.069E-002	1.668E-002	1.221E+000	1.324E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02184413	6	133035235.000000	133035235	3.502E-004	8.556E-004	204	1.243E+001	1.884E+001	-5.855E-002	1.609E-002	1.175E+000	1.324E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22392708	17	39093770.000000	39093770	3.508E-004	8.568E-004	204	1.243E+001	1.884E+001	-6.008E-002	1.651E-002	1.129E+000	1.324E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08820801	19	39465821.000000	39465821	3.511E-004	8.572E-004	204	1.243E+001	1.884E+001	6.565E-002	1.805E-002	1.159E+000	1.323E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05779272	9	33168018.000000	33168018	3.524E-004	8.602E-004	204	1.243E+001	1.883E+001	5.829E-002	1.603E-002	1.176E+000	1.323E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25421002	4	146559547.000000	146559547	3.525E-004	8.602E-004	204	1.243E+001	1.883E+001	-5.757E-002	1.583E-002	1.208E+000	1.323E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12872238	23	111327092.000000	111327092	3.528E-004	8.606E-004	204	1.243E+001	1.883E+001	5.958E-002	1.638E-002	1.146E+000	1.322E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25426302	6	32120826.000000	32120826	3.531E-004	8.612E-004	204	1.243E+001	1.883E+001	5.857E-002	1.611E-002	1.138E+000	1.322E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14106263	23	129535683.000000	129535683	3.549E-004	8.651E-004	204	1.243E+001	1.883E+001	-9.734E-002	2.678E-002	1.199E+000	1.321E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07141002	22	38201690.000000	38201690	3.567E-004	8.694E-004	204	1.243E+001	1.882E+001	6.043E-002	1.663E-002	1.122E+000	1.320E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18438777	4	164265745.000000	164265745	3.588E-004	8.743E-004	204	1.243E+001	1.882E+001	6.152E-002	1.694E-002	1.107E+000	1.319E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08942800	6	49681310.000000	49681310	3.595E-004	8.756E-004	204	1.243E+001	1.882E+001	5.906E-002	1.626E-002	1.156E+000	1.319E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15992730	12	7848093.000000	7848093	3.604E-004	8.776E-004	204	1.243E+001	1.881E+001	6.024E-002	1.659E-002	1.171E+000	1.318E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11212312	5	131395683.000000	131395683	3.619E-004	8.809E-004	204	1.243E+001	1.881E+001	-5.819E-002	1.603E-002	1.159E+000	1.317E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02988947	17	61778813.000000	61778813	3.621E-004	8.812E-004	204	1.243E+001	1.881E+001	6.047E-002	1.666E-002	1.236E+000	1.317E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07864297	14	76837569.000000	76837569	3.634E-004	8.839E-004	204	1.243E+001	1.880E+001	-5.894E-002	1.624E-002	1.124E+000	1.317E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07374637	21	31875448.000000	31875448	3.659E-004	8.898E-004	204	1.243E+001	1.880E+001	-6.100E-002	1.682E-002	1.131E+000	1.315E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18680834	19	30863349.000000	30863349	3.663E-004	8.907E-004	204	1.243E+001	1.880E+001	-6.076E-002	1.676E-002	1.170E+000	1.315E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19481052	23	103032137.000000	103032137	3.668E-004	8.915E-004	204	1.243E+001	1.880E+001	-6.208E-002	1.712E-002	1.137E+000	1.315E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02491878	7	138482580.000000	138482580	3.673E-004	8.923E-004	204	1.243E+001	1.879E+001	-5.919E-002	1.633E-002	1.124E+000	1.314E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04563996	3	57093519.000000	57093519	3.678E-004	8.934E-004	204	1.243E+001	1.879E+001	-6.080E-002	1.677E-002	1.154E+000	1.314E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09754413	6	13925567.000000	13925567	3.706E-004	8.995E-004	204	1.243E+001	1.879E+001	6.498E-002	1.793E-002	1.117E+000	1.313E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12616277	3	138153763.000000	138153763	3.706E-004	8.995E-004	204	1.243E+001	1.879E+001	6.374E-002	1.759E-002	1.098E+000	1.313E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03387497	20	17680945.000000	17680945	3.708E-004	8.999E-004	204	1.243E+001	1.879E+001	-6.162E-002	1.701E-002	1.229E+000	1.312E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10710439	19	38183976.000000	38183976	3.750E-004	9.097E-004	204	1.243E+001	1.878E+001	-5.838E-002	1.613E-002	1.143E+000	1.310E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18333690	1	17634716.000000	17634716	3.765E-004	9.131E-004	204	1.243E+001	1.877E+001	-5.907E-002	1.632E-002	1.152E+000	1.309E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10722799	21	36041699.000000	36041699	3.773E-004	9.147E-004	204	1.243E+001	1.877E+001	6.113E-002	1.689E-002	1.254E+000	1.309E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13870866	7	35293130.000000	35293130	3.775E-004	9.151E-004	204	1.243E+001	1.877E+001	6.081E-002	1.681E-002	1.123E+000	1.309E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19722847	12	30849114.000000	30849114	3.781E-004	9.161E-004	204	1.243E+001	1.877E+001	5.769E-002	1.595E-002	1.198E+000	1.309E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07664856	3	1134528.000000	1134528	3.813E-004	9.235E-004	204	1.243E+001	1.876E+001	-6.020E-002	1.665E-002	1.152E+000	1.307E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06585108	10	134671604.000000	134671604	3.815E-004	9.238E-004	204	1.243E+001	1.876E+001	-6.151E-002	1.702E-002	1.139E+000	1.307E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26063872	20	30028206.000000	30028206	3.826E-004	9.261E-004	204	1.243E+001	1.876E+001	-6.061E-002	1.677E-002	1.160E+000	1.306E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18956481	20	52790139.000000	52790139	3.869E-004	9.363E-004	204	1.243E+001	1.875E+001	6.294E-002	1.743E-002	1.105E+000	1.304E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09169283	17	72856452.000000	72856452	3.891E-004	9.414E-004	204	1.243E+001	1.874E+001	6.363E-002	1.763E-002	1.129E+000	1.303E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15201909	23	70331961.000000	70331961	3.902E-004	9.436E-004	204	1.243E+001	1.874E+001	-6.277E-002	1.739E-002	1.171E+000	1.302E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04983977	1	200842145.000000	200842145	3.914E-004	9.462E-004	204	1.243E+001	1.874E+001	5.796E-002	1.607E-002	1.186E+000	1.302E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00412772	19	38794845.000000	38794845	3.920E-004	9.475E-004	204	1.243E+001	1.873E+001	-6.294E-002	1.745E-002	1.233E+000	1.301E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05365670	5	1524551.000000	1524551	3.923E-004	9.479E-004	204	1.243E+001	1.873E+001	5.715E-002	1.584E-002	1.136E+000	1.301E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16483916	19	5567758.000000	5567758	3.925E-004	9.480E-004	204	1.243E+001	1.873E+001	6.232E-002	1.728E-002	1.127E+000	1.301E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27504299	14	96152109.000000	96152109	3.929E-004	9.489E-004	204	1.243E+001	1.873E+001	-5.877E-002	1.629E-002	1.131E+000	1.301E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22289837	8	86350278.000000	86350278	3.938E-004	9.506E-004	204	1.243E+001	1.873E+001	6.218E-002	1.724E-002	1.209E+000	1.300E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03885639	11	124481310.000000	124481310	4.009E-004	9.674E-004	204	1.243E+001	1.871E+001	-5.961E-002	1.655E-002	1.139E+000	1.297E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25176823	7	5632593.000000	5632593	4.011E-004	9.676E-004	204	1.243E+001	1.871E+001	6.095E-002	1.693E-002	1.206E+000	1.297E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20988616	6	131958144.000000	131958144	4.029E-004	9.716E-004	204	1.243E+001	1.871E+001	6.105E-002	1.696E-002	1.123E+000	1.296E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20878850	23	66763685.000000	66763685	4.030E-004	9.717E-004	204	1.243E+001	1.871E+001	6.522E-002	1.812E-002	1.139E+000	1.296E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08375941	3	98250382.000000	98250382	4.075E-004	9.823E-004	204	1.243E+001	1.870E+001	-5.970E-002	1.660E-002	1.158E+000	1.294E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18808261	3	18464935.000000	18464935	4.078E-004	9.827E-004	204	1.243E+001	1.870E+001	5.872E-002	1.633E-002	1.173E+000	1.293E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15238224	6	30081408.000000	30081408	4.112E-004	9.902E-004	204	1.243E+001	1.869E+001	-6.096E-002	1.696E-002	1.187E+000	1.292E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10412312	12	25705861.000000	25705861	4.112E-004	9.902E-004	204	1.243E+001	1.869E+001	-5.988E-002	1.666E-002	1.180E+000	1.292E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26134665	16	31021544.000000	31021544	4.156E-004	1.000E-003	204	1.243E+001	1.868E+001	5.896E-002	1.642E-002	1.154E+000	1.290E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06638966	6	70576321.000000	70576321	4.160E-004	1.001E-003	204	1.243E+001	1.868E+001	6.609E-002	1.840E-002	1.124E+000	1.289E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12585943	6	32121368.000000	32121368	4.180E-004	1.006E-003	204	1.243E+001	1.867E+001	5.853E-002	1.630E-002	1.152E+000	1.289E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20870362	9	36169175.000000	36169175	4.191E-004	1.008E-003	204	1.243E+001	1.867E+001	-5.688E-002	1.585E-002	1.179E+000	1.288E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15439078	3	46904643.000000	46904643	4.207E-004	1.011E-003	204	1.243E+001	1.867E+001	-5.734E-002	1.598E-002	1.192E+000	1.287E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21577049	2	228736449.000000	228736449	4.215E-004	1.013E-003	204	1.243E+001	1.867E+001	5.820E-002	1.622E-002	1.107E+000	1.287E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01497527	15	65214165.000000	65214165	4.217E-004	1.013E-003	204	1.243E+001	1.867E+001	-5.895E-002	1.643E-002	1.123E+000	1.287E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21742836	16	30086175.000000	30086175	4.243E-004	1.019E-003	204	1.243E+001	1.866E+001	-5.824E-002	1.624E-002	1.152E+000	1.286E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03907363	19	51326682.000000	51326682	4.294E-004	1.031E-003	204	1.243E+001	1.865E+001	-6.259E-002	1.747E-002	1.200E+000	1.283E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21516478	5	150400328.000000	150400328	4.346E-004	1.043E-003	204	1.243E+001	1.864E+001	6.065E-002	1.695E-002	1.115E+000	1.281E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20169062	5	53751411.000000	53751411	4.398E-004	1.056E-003	204	1.243E+001	1.863E+001	-5.985E-002	1.674E-002	1.194E+000	1.278E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16698623	10	131412968.000000	131412968	4.436E-004	1.064E-003	204	1.243E+001	1.862E+001	-5.692E-002	1.593E-002	1.160E+000	1.277E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17200465	3	40428508.000000	40428508	4.438E-004	1.064E-003	204	1.243E+001	1.862E+001	5.685E-002	1.591E-002	1.119E+000	1.277E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24399529	15	69373153.000000	69373153	4.441E-004	1.065E-003	204	1.243E+001	1.862E+001	-6.162E-002	1.725E-002	1.212E+000	1.276E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24034992	23	67719066.000000	67719066	4.443E-004	1.065E-003	204	1.243E+001	1.862E+001	-1.202E-001	3.366E-002	1.206E+000	1.276E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04454050	6	41122081.000000	41122081	4.465E-004	1.070E-003	204	1.243E+001	1.861E+001	-5.689E-002	1.593E-002	1.132E+000	1.275E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13840968	14	24780926.000000	24780926	4.487E-004	1.075E-003	204	1.243E+001	1.861E+001	5.889E-002	1.650E-002	1.219E+000	1.274E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01260219	11	130299333.000000	130299333	4.495E-004	1.076E-003	204	1.243E+001	1.861E+001	-6.006E-002	1.683E-002	1.152E+000	1.274E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18509435	18	59157879.000000	59157879	4.504E-004	1.078E-003	204	1.243E+001	1.860E+001	-5.668E-002	1.588E-002	1.134E+000	1.274E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19369556	16	82661725.000000	82661725	4.523E-004	1.083E-003	204	1.243E+001	1.860E+001	5.899E-002	1.653E-002	1.135E+000	1.273E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14167596	4	4862910.000000	4862910	4.530E-004	1.084E-003	204	1.243E+001	1.860E+001	5.913E-002	1.657E-002	1.130E+000	1.273E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08241785	5	75919281.000000	75919281	4.538E-004	1.085E-003	204	1.243E+001	1.860E+001	-5.776E-002	1.620E-002	1.142E+000	1.272E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26475085	5	38845600.000000	38845600	4.583E-004	1.096E-003	204	1.243E+001	1.859E+001	5.734E-002	1.609E-002	1.134E+000	1.270E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21410991	5	50678451.000000	50678451	4.590E-004	1.097E-003	204	1.243E+001	1.859E+001	5.780E-002	1.622E-002	1.121E+000	1.270E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24008892	1	156182246.000000	156182246	4.604E-004	1.100E-003	204	1.243E+001	1.858E+001	5.691E-002	1.597E-002	1.170E+000	1.269E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19224278	15	101419017.000000	101419017	4.614E-004	1.102E-003	204	1.243E+001	1.858E+001	5.835E-002	1.638E-002	1.132E+000	1.269E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05376895	23	152225366.000000	152225366	4.646E-004	1.110E-003	204	1.243E+001	1.857E+001	6.018E-002	1.690E-002	1.163E+000	1.267E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18959422	1	203145364.000000	203145364	4.663E-004	1.113E-003	204	1.243E+001	1.857E+001	-5.668E-002	1.592E-002	1.126E+000	1.267E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14930674	15	48500240.000000	48500240	4.677E-004	1.116E-003	204	1.243E+001	1.857E+001	-5.757E-002	1.618E-002	1.149E+000	1.266E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16679837	23	66764000.000000	66764000	4.696E-004	1.120E-003	204	1.243E+001	1.856E+001	7.128E-002	2.004E-002	1.132E+000	1.265E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16293105	19	52034970.000000	52034970	4.722E-004	1.126E-003	204	1.243E+001	1.856E+001	5.901E-002	1.660E-002	1.117E+000	1.264E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13759328	16	82661521.000000	82661521	4.723E-004	1.126E-003	204	1.243E+001	1.856E+001	6.109E-002	1.718E-002	1.113E+000	1.264E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
